pack_id,pack_seed,template_ids,context_tokens,prompt_tokens,output_tokens
656,1657,nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-88fcdc4e6a48f2646488565fbafd050f8e298ffa;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-e5a0ca90d16ce78e05db71253720fa3082d8da2d;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-c80b14511cc24ec6c4d4922bfe4fe7214713484e;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-60a2d56acde52c3c03ad3146d56f59ac924f508e;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-33b11b9adc557d5d083f073dac3bdeacffea154f;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-2f6a0c94e91a85c530e60bbfd846c8522804b228;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-62c238eff91933ca7d6a3310f210bb151ccca8a3;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f9eae2d5ae1586d813d3bdbdcb115235cc2e853c,28898;7151;15294;24696;4726;9523;6758;20689,48;324;66;411;1540;223;225;879,1;1;1;20;61;13;13;25
657,1658,nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-60a2d56acde52c3c03ad3146d56f59ac924f508e;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-62c238eff91933ca7d6a3310f210bb151ccca8a3;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-d7e96d830c3f765565d2fd9d3f80f888fa261f02;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-c80b14511cc24ec6c4d4922bfe4fe7214713484e;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-9db7f3eff3ec01f32806967fe372d60cfe75184b;nvidia/SWE-Hero-openhands-trajectories:datalad__datalad-0498f372313e3a25c0b1cd2b3ffdac4c0ce351ae;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f9eae2d5ae1586d813d3bdbdcb115235cc2e853c;nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-55002a5204240bfaabdc19bd670c50e47881247c,14561;18237;19549;15030;18794;30595;6310;25805,120;49;196;38;296;229;269;1198,1;20;11;15;1;104;31;111
658,1659,nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-11b8d1afa734a79a1ccb9a567b6cc68516be8bd1;nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-4e68aba658a6e54d09150f093cdb6f9d4883b081;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-0ec42bb8c6dbdd269884ecce21a0610211c6bfa3;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-60a2d56acde52c3c03ad3146d56f59ac924f508e;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3e3ffef5a091eef79722f4b590360616a312ac80;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-88fcdc4e6a48f2646488565fbafd050f8e298ffa;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-af498fe8f107a98f75a3514b7d65c893ff670b1e;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-67ce770ae4f7248df7384965e5b2cfdc350e3e5f,20730;12649;7976;24696;13872;29131;17845;7879,135;5395;979;411;43;268;53;436,15;85;12;20;1;453;1;12
659,1660,nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-af498fe8f107a98f75a3514b7d65c893ff670b1e;nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-55002a5204240bfaabdc19bd670c50e47881247c;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-33b11b9adc557d5d083f073dac3bdeacffea154f;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-c80b14511cc24ec6c4d4922bfe4fe7214713484e;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-0ec42bb8c6dbdd269884ecce21a0610211c6bfa3;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-67ce770ae4f7248df7384965e5b2cfdc350e3e5f;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-4ca4dd313f1995c09fc315865d06a406718a4a64;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f9eae2d5ae1586d813d3bdbdcb115235cc2e853c,21848;29505;15006;8932;26355;11462;2890;14119,1666;106;413;948;421;1092;65;295,10;1;15;1;51;107;347;7
660,1661,nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-d7e96d830c3f765565d2fd9d3f80f888fa261f02;nvidia/SWE-Hero-openhands-trajectories:aio-libs__aiohttp-b15c89558f1a52eb22ca400ff8624def096123d0;nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-4e68aba658a6e54d09150f093cdb6f9d4883b081;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3b4b193d57841b74853f8b16d2a9ac2e353fcff7;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-9db7f3eff3ec01f32806967fe372d60cfe75184b;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3e3ffef5a091eef79722f4b590360616a312ac80;nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-2be00c3fe6f6d84d4449b1cb26452642b48c0661;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-804c27a1c7fe4fb50224e5d5be163c6f894b990a,22526;9405;20279;21341;9740;25869;5603;27182,895;551;264;246;384;227;50;55,101;73;1;24;15;20;1;1
661,1662,nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-2be00c3fe6f6d84d4449b1cb26452642b48c0661;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-804c27a1c7fe4fb50224e5d5be163c6f894b990a;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f792d8c50ee456aa8aa2ae406d8e6b8843f45614;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-11b8d1afa734a79a1ccb9a567b6cc68516be8bd1;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-60a2d56acde52c3c03ad3146d56f59ac924f508e;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-9db7f3eff3ec01f32806967fe372d60cfe75184b;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-2f6a0c94e91a85c530e60bbfd846c8522804b228;nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-55002a5204240bfaabdc19bd670c50e47881247c,5779;3354;14313;4704;23425;4644;18615;13785,169;1824;73;94;151;98;360;57,1;1;1;17;21;11;38;1
662,1663,nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f9eae2d5ae1586d813d3bdbdcb115235cc2e853c;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-33b11b9adc557d5d083f073dac3bdeacffea154f;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-d7e96d830c3f765565d2fd9d3f80f888fa261f02;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3e3ffef5a091eef79722f4b590360616a312ac80;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-11b8d1afa734a79a1ccb9a567b6cc68516be8bd1;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-2f6a0c94e91a85c530e60bbfd846c8522804b228;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-e5a0ca90d16ce78e05db71253720fa3082d8da2d;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-4ca4dd313f1995c09fc315865d06a406718a4a64,20424;10716;27663;11615;25533;3438;6518;15735,265;52;441;255;44;74;76;732,18;1;43;40;13;1;14;19
663,1664,nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-62c238eff91933ca7d6a3310f210bb151ccca8a3;nvidia/SWE-Hero-openhands-trajectories:aio-libs__aiohttp-b15c89558f1a52eb22ca400ff8624def096123d0;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-4ca4dd313f1995c09fc315865d06a406718a4a64;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-88fcdc4e6a48f2646488565fbafd050f8e298ffa;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-af498fe8f107a98f75a3514b7d65c893ff670b1e;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f9eae2d5ae1586d813d3bdbdcb115235cc2e853c;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-804c27a1c7fe4fb50224e5d5be163c6f894b990a;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-11b8d1afa734a79a1ccb9a567b6cc68516be8bd1,7453;23469;10782;5719;5110;15833;21633;27172,102;165;401;756;192;435;258;267,10;40;149;1;73;18;1;7
664,1665,nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-9db7f3eff3ec01f32806967fe372d60cfe75184b;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3b4b193d57841b74853f8b16d2a9ac2e353fcff7;nvidia/SWE-Hero-openhands-trajectories:aio-libs__aiohttp-b15c89558f1a52eb22ca400ff8624def096123d0;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-804c27a1c7fe4fb50224e5d5be163c6f894b990a;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-c80b14511cc24ec6c4d4922bfe4fe7214713484e;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-60a2d56acde52c3c03ad3146d56f59ac924f508e;nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-4e68aba658a6e54d09150f093cdb6f9d4883b081;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-11b8d1afa734a79a1ccb9a567b6cc68516be8bd1,4742;7109;10166;28120;23730;3053;11202;23161,88;127;149;44;354;54;186;173,19;12;1;1;18;346;10;15
665,1666,nvidia/SWE-Hero-openhands-trajectories:aio-libs__aiohttp-b15c89558f1a52eb22ca400ff8624def096123d0;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-c80b14511cc24ec6c4d4922bfe4fe7214713484e;nvidia/SWE-Hero-openhands-trajectories:datalad__datalad-0498f372313e3a25c0b1cd2b3ffdac4c0ce351ae;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-62c238eff91933ca7d6a3310f210bb151ccca8a3;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-d7e96d830c3f765565d2fd9d3f80f888fa261f02;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f792d8c50ee456aa8aa2ae406d8e6b8843f45614;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-67ce770ae4f7248df7384965e5b2cfdc350e3e5f;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-33b11b9adc557d5d083f073dac3bdeacffea154f,4708;16024;22709;18286;17253;21643;16073;8003,154;506;77;2325;229;278;636;1536,14;1;1;17;55;14;79;33
666,1667,nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-88fcdc4e6a48f2646488565fbafd050f8e298ffa;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-804c27a1c7fe4fb50224e5d5be163c6f894b990a;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-4ca4dd313f1995c09fc315865d06a406718a4a64;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3e3ffef5a091eef79722f4b590360616a312ac80;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-62c238eff91933ca7d6a3310f210bb151ccca8a3;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-67ce770ae4f7248df7384965e5b2cfdc350e3e5f;nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-4e68aba658a6e54d09150f093cdb6f9d4883b081;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-0ec42bb8c6dbdd269884ecce21a0610211c6bfa3,12642;20267;12840;24904;15258;8394;25455;11428,829;314;633;965;1109;1406;41;311,101;22;52;25;13;138;55;19
667,1668,nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-2be00c3fe6f6d84d4449b1cb26452642b48c0661;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-60a2d56acde52c3c03ad3146d56f59ac924f508e;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3e3ffef5a091eef79722f4b590360616a312ac80;nvidia/SWE-Hero-openhands-trajectories:aio-libs__aiohttp-b15c89558f1a52eb22ca400ff8624def096123d0;nvidia/SWE-Hero-openhands-trajectories:datalad__datalad-0498f372313e3a25c0b1cd2b3ffdac4c0ce351ae;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-4ca4dd313f1995c09fc315865d06a406718a4a64;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-e5a0ca90d16ce78e05db71253720fa3082d8da2d;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3b4b193d57841b74853f8b16d2a9ac2e353fcff7,5242;16626;8566;23469;29579;11470;18499;16482,275;557;133;165;798;421;84;160,9;54;1;40;186;18;1;1
668,1669,nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-60a2d56acde52c3c03ad3146d56f59ac924f508e;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-4ca4dd313f1995c09fc315865d06a406718a4a64;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-804c27a1c7fe4fb50224e5d5be163c6f894b990a;nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-4e68aba658a6e54d09150f093cdb6f9d4883b081;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f792d8c50ee456aa8aa2ae406d8e6b8843f45614;nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-55002a5204240bfaabdc19bd670c50e47881247c;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-67ce770ae4f7248df7384965e5b2cfdc350e3e5f;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-0ec42bb8c6dbdd269884ecce21a0610211c6bfa3,11256;10307;28164;21561;21148;17106;6945;2919,142;215;224;571;31;462;76;58,13;26;17;133;31;10;18;13
669,1670,nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-60a2d56acde52c3c03ad3146d56f59ac924f508e;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-62c238eff91933ca7d6a3310f210bb151ccca8a3;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3e3ffef5a091eef79722f4b590360616a312ac80;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-4ca4dd313f1995c09fc315865d06a406718a4a64;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-d7e96d830c3f765565d2fd9d3f80f888fa261f02;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3b4b193d57841b74853f8b16d2a9ac2e353fcff7;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f9eae2d5ae1586d813d3bdbdcb115235cc2e853c;nvidia/SWE-Hero-openhands-trajectories:aio-libs__aiohttp-b15c89558f1a52eb22ca400ff8624def096123d0,3053;17828;12843;13541;12755;8745;21921;24895,54;409;609;46;181;223;73;3431,346;33;57;1;1;22;504;23
670,1671,nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-d7e96d830c3f765565d2fd9d3f80f888fa261f02;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-62c238eff91933ca7d6a3310f210bb151ccca8a3;nvidia/SWE-Hero-openhands-trajectories:datalad__datalad-0498f372313e3a25c0b1cd2b3ffdac4c0ce351ae;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-0ec42bb8c6dbdd269884ecce21a0610211c6bfa3;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-804c27a1c7fe4fb50224e5d5be163c6f894b990a;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-11b8d1afa734a79a1ccb9a567b6cc68516be8bd1;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-c80b14511cc24ec6c4d4922bfe4fe7214713484e;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f792d8c50ee456aa8aa2ae406d8e6b8843f45614,17568;9396;8983;14670;20634;23334;17992;23919,205;744;7274;81;321;254;187;925,80;19;17;7;31;12;1;16
671,1672,nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-2f6a0c94e91a85c530e60bbfd846c8522804b228;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-11b8d1afa734a79a1ccb9a567b6cc68516be8bd1;nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-4e68aba658a6e54d09150f093cdb6f9d4883b081;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3b4b193d57841b74853f8b16d2a9ac2e353fcff7;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-62c238eff91933ca7d6a3310f210bb151ccca8a3;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-af498fe8f107a98f75a3514b7d65c893ff670b1e;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3e3ffef5a091eef79722f4b590360616a312ac80;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-d7e96d830c3f765565d2fd9d3f80f888fa261f02,16191;26060;23099;20253;24234;13145;24198;4909,319;435;199;57;191;583;567;42,27;49;1;1;19;260;78;1
672,1673,nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-55002a5204240bfaabdc19bd670c50e47881247c;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-67ce770ae4f7248df7384965e5b2cfdc350e3e5f;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-af498fe8f107a98f75a3514b7d65c893ff670b1e;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-4ca4dd313f1995c09fc315865d06a406718a4a64;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-88fcdc4e6a48f2646488565fbafd050f8e298ffa;nvidia/SWE-Hero-openhands-trajectories:datalad__datalad-0498f372313e3a25c0b1cd2b3ffdac4c0ce351ae;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3e3ffef5a091eef79722f4b590360616a312ac80;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-33b11b9adc557d5d083f073dac3bdeacffea154f,25805;7122;7159;10069;29131;25461;13452;12262,1198;146;471;125;268;680;89;214,111;13;24;1;453;12;1;28
673,1674,nvidia/SWE-Hero-openhands-trajectories:datalad__datalad-0498f372313e3a25c0b1cd2b3ffdac4c0ce351ae;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3b4b193d57841b74853f8b16d2a9ac2e353fcff7;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-af498fe8f107a98f75a3514b7d65c893ff670b1e;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-9db7f3eff3ec01f32806967fe372d60cfe75184b;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-e5a0ca90d16ce78e05db71253720fa3082d8da2d;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-804c27a1c7fe4fb50224e5d5be163c6f894b990a;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-88fcdc4e6a48f2646488565fbafd050f8e298ffa;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-11b8d1afa734a79a1ccb9a567b6cc68516be8bd1,29579;5206;17845;12129;18787;19249;19279;25577,798;272;53;78;87;246;48;43,186;9;1;24;1;15;15;1
674,1675,nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-4e68aba658a6e54d09150f093cdb6f9d4883b081;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-804c27a1c7fe4fb50224e5d5be163c6f894b990a;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3e3ffef5a091eef79722f4b590360616a312ac80;nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-2be00c3fe6f6d84d4449b1cb26452642b48c0661;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-af498fe8f107a98f75a3514b7d65c893ff670b1e;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-88fcdc4e6a48f2646488565fbafd050f8e298ffa;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-9db7f3eff3ec01f32806967fe372d60cfe75184b;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-c80b14511cc24ec6c4d4922bfe4fe7214713484e,20913;29988;5489;12526;8439;19279;12129;8006,467;76;876;259;92;48;78;85,165;18;18;1;1;15;24;9
675,1676,nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-0ec42bb8c6dbdd269884ecce21a0610211c6bfa3;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-67ce770ae4f7248df7384965e5b2cfdc350e3e5f;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f9eae2d5ae1586d813d3bdbdcb115235cc2e853c;nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-4e68aba658a6e54d09150f093cdb6f9d4883b081;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-af498fe8f107a98f75a3514b7d65c893ff670b1e;nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-55002a5204240bfaabdc19bd670c50e47881247c;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-c80b14511cc24ec6c4d4922bfe4fe7214713484e;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-e5a0ca90d16ce78e05db71253720fa3082d8da2d,11428;7612;14847;27363;15102;10524;19350;30511,311;181;362;4539;567;895;402;74,19;1;44;22;131;1;15;27
676,1677,nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-67ce770ae4f7248df7384965e5b2cfdc350e3e5f;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-62c238eff91933ca7d6a3310f210bb151ccca8a3;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-804c27a1c7fe4fb50224e5d5be163c6f894b990a;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-c80b14511cc24ec6c4d4922bfe4fe7214713484e;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-88fcdc4e6a48f2646488565fbafd050f8e298ffa;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3e3ffef5a091eef79722f4b590360616a312ac80;nvidia/SWE-Hero-openhands-trajectories:datalad__datalad-0498f372313e3a25c0b1cd2b3ffdac4c0ce351ae;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-2f6a0c94e91a85c530e60bbfd846c8522804b228,11462;8902;30576;16024;28109;15104;2962;19346,1092;307;48;506;420;103;67;329,107;12;1;1;1;7;27;482
677,1678,nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-e5a0ca90d16ce78e05db71253720fa3082d8da2d;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-804c27a1c7fe4fb50224e5d5be163c6f894b990a;nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-55002a5204240bfaabdc19bd670c50e47881247c;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-67ce770ae4f7248df7384965e5b2cfdc350e3e5f;nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-4e68aba658a6e54d09150f093cdb6f9d4883b081;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-0ec42bb8c6dbdd269884ecce21a0610211c6bfa3;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-33b11b9adc557d5d083f073dac3bdeacffea154f;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3b4b193d57841b74853f8b16d2a9ac2e353fcff7,18583;22770;12797;7021;19058;16349;9698;4830,204;520;665;101;270;528;46;84,57;1;1;25;53;71;1;34
678,1679,nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-4e68aba658a6e54d09150f093cdb6f9d4883b081;nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-55002a5204240bfaabdc19bd670c50e47881247c;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-62c238eff91933ca7d6a3310f210bb151ccca8a3;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-33b11b9adc557d5d083f073dac3bdeacffea154f;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3e3ffef5a091eef79722f4b590360616a312ac80;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-4ca4dd313f1995c09fc315865d06a406718a4a64;nvidia/SWE-Hero-openhands-trajectories:aio-libs__aiohttp-b15c89558f1a52eb22ca400ff8624def096123d0;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-c80b14511cc24ec6c4d4922bfe4fe7214713484e,10752;18448;8295;7627;9494;10069;18113;8091,73;608;607;376;685;125;40;841,8;12;20;14;71;1;1;1
679,1680,nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3b4b193d57841b74853f8b16d2a9ac2e353fcff7;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-af498fe8f107a98f75a3514b7d65c893ff670b1e;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-0ec42bb8c6dbdd269884ecce21a0610211c6bfa3;nvidia/SWE-Hero-openhands-trajectories:datalad__datalad-0498f372313e3a25c0b1cd2b3ffdac4c0ce351ae;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-804c27a1c7fe4fb50224e5d5be163c6f894b990a;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-60a2d56acde52c3c03ad3146d56f59ac924f508e;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-e5a0ca90d16ce78e05db71253720fa3082d8da2d;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f9eae2d5ae1586d813d3bdbdcb115235cc2e853c,12306;7159;16349;21343;15593;26386;30585;14119,221;471;528;170;257;676;213;295,194;24;71;19;1;19;24;7
680,1681,nvidia/SWE-Hero-openhands-trajectories:datalad__datalad-0498f372313e3a25c0b1cd2b3ffdac4c0ce351ae;nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-55002a5204240bfaabdc19bd670c50e47881247c;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-2f6a0c94e91a85c530e60bbfd846c8522804b228;nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-2be00c3fe6f6d84d4449b1cb26452642b48c0661;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3b4b193d57841b74853f8b16d2a9ac2e353fcff7;nvidia/SWE-Hero-openhands-trajectories:aio-libs__aiohttp-b15c89558f1a52eb22ca400ff8624def096123d0;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-62c238eff91933ca7d6a3310f210bb151ccca8a3;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-0ec42bb8c6dbdd269884ecce21a0610211c6bfa3,21513;16581;8328;18282;10725;6369;9209;10676,123;405;367;110;378;445;187;59,1;1;1;16;82;73;13;16
